,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19920416,-0.96,-0.41,-0.92,0.18,0.1,-0.49
19920420,-2.21,-1.36,-1.69,-1.27,-0.96,-1.82
19920421,-0.4,-0.18,-0.39,-0.19,-0.18,0.03
19920422,0.24,0.11,-0.21,-0.13,-0.01,0
19920423,-0.1,-0.07,-0.16,0.33,0.51,0.17
19920424,-0.25,0.08,-0.05,-0.2,-0.62,-0.55
19920427,-0.82,-0.69,-0.82,-0.3,-0.28,0.03
19920428,-0.92,-0.61,-1.01,0.02,0.17,0.03
19920429,1.21,0.85,1.32,0.96,0.72,0.77
19920430,1.47,1.13,1.54,0.77,0.98,0.71
19920501,0.05,0.23,0.01,-0.43,-0.58,-0.51
19920504,0.67,0.62,0.76,0.96,1,1.16
19920505,0.62,0.12,0.32,0.01,0.29,0.03
19920506,0.44,0.43,0.18,0.23,-0.01,-0.04
19920507,-0.32,0.08,-0.27,-0.49,-0.14,-0.12
19920508,-0.02,-0.21,-0.24,0.26,0,-0.03
19920511,0.37,0.3,0.37,0.42,0.46,0.67
19920512,-0.45,-0.15,-0.43,-0.33,-0.34,-0.61
19920513,-0.01,-0.07,-0.34,-0.06,0.02,-0.01
19920514,-1.05,-0.73,-1.05,-0.84,-0.68,-0.83
19920515,-0.1,-0.34,-0.44,-0.48,-0.64,-0.61
19920518,0.37,0.03,-0.03,0.52,0.45,0.67
19920519,0.15,0.13,-0.05,0.6,0.86,0.9
19920520,0.18,0.1,0.06,-0.25,-0.12,-0.04
19920521,0.03,-0.31,-0.29,-0.43,-0.61,-0.75
19920522,0.45,0.33,0.15,0.1,0.5,0.17
19920526,-0.91,-0.56,-0.56,-0.26,-0.38,-0.95
19920527,0.08,0.08,0.23,0.34,0.07,0.37
19920528,0.34,0.22,0.16,0.28,0.64,1.38
19920529,0.69,0.47,0.62,0.06,-0.25,-0.05
19920601,0.33,0.2,0.5,0.11,0.57,0.5
19920602,0.2,0.36,0.45,-0.2,-0.41,-1.1
19920603,0.3,0,0.14,0.15,0.39,-0.02
19920604,0.04,-0.06,-0.12,-0.28,-0.17,-0.52
19920605,-0.4,-0.06,-0.36,-0.02,0.09,-0.06
19920608,-0.52,-0.39,-0.16,0.08,-0.07,-0.19
19920609,-1.16,-0.71,-1.41,-0.56,-0.67,-0.92
19920610,-0.75,-0.64,-0.76,-0.6,-0.53,-0.82
19920611,-0.43,-0.34,-1.11,0.18,0.31,0.42
19920612,0.25,0.26,0.42,-0.05,0.07,0.42
19920615,-0.42,-0.32,-0.31,0.06,0.08,0.02
19920616,-0.66,-0.4,-0.52,-0.04,-0.18,-0.75
19920617,-2.24,-1.61,-1.95,-1.6,-1.43,-1.41
19920618,-0.68,-0.92,-1.14,-0.6,-0.26,-0.3
19920619,0.54,0.39,0.53,0.41,0.7,0.72
19920622,-1.12,-0.95,-0.96,-0.47,-0.15,-0.02
19920623,0.39,0.29,0.22,0.07,0.29,0.26
19920624,-0.33,-0.22,-0.14,0.08,0.25,-0.36
19920625,-0.14,-0.23,-0.23,-0.42,-0.09,-0.12
19920626,0.19,-0.03,-0.02,-0.12,0,0.13
19920629,1.16,0.76,1.38,1.23,1.37,1.35
19920630,0.68,0.95,1.14,0.26,-0.07,-0.03
19920701,0.69,0.65,0.56,0.44,0.86,1.41
19920702,-0.63,-0.67,-0.64,-1.11,-0.35,0.02
19920706,-0.19,-0.39,-0.44,0.01,0.38,0.68
19920707,-0.73,-0.57,-0.81,-0.94,-0.89,-1.21
19920708,-0.52,-0.34,-0.26,0.06,0.3,0.23
19920709,0.93,0.98,1.16,1.26,0.86,0.97
19920710,0.78,0.57,0.57,0.1,0.15,0.16
19920713,0.06,0.53,0.35,0.6,0.12,0.09
19920714,0.7,0.64,0.68,0.85,0.92,0.4
19920715,0.42,0.08,0.27,-0.22,-0.15,-0.13
19920716,0.22,0.03,0.24,0.22,0.29,-0.05
19920717,-0.46,-0.56,-0.59,-0.81,-0.73,-0.3
19920720,-0.95,-0.57,-0.76,-0.51,-0.47,-0.4
19920721,0.24,0.43,0.54,0.18,0.09,0.18
19920722,-0.84,-0.46,-0.22,-0.99,-0.51,-0.76
19920723,0.39,0.11,0.19,0.29,0.4,0.18
19920724,-0.07,0.24,-0.12,0.07,0.03,-0.1
19920727,-0.07,0.08,0.32,0.06,-0.13,0.17
19920728,0.94,0.89,0.85,1.72,1.17,1.41
19920729,0.7,0.71,1.13,1.01,1.31,0.98
19920730,0.59,0.5,0.44,0.57,0.62,0.18
19920731,0.56,0.41,0.63,0.05,0.02,0.21
19920803,0.06,0.37,0.39,0.06,0.17,0.35
19920804,-0.15,0.11,0.04,-0.57,0.06,-0.14
19920805,-0.56,-0.38,-0.3,-0.88,-0.64,-0.39
19920806,-0.34,-0.53,-0.38,-1.04,-0.37,-0.16
19920807,0.05,-0.1,-0.07,-0.21,-0.44,-0.15
19920810,-0.31,-0.33,-0.26,0,0.14,0.04
19920811,-0.43,-0.05,0.02,-0.05,-0.04,-0.16
19920812,-0.3,-0.09,-0.08,-0.58,-0.28,-0.3
19920813,-0.04,-0.09,-0.09,-0.3,0.06,0.16
19920814,0.24,0.4,0.39,0.66,0.3,0.63
19920817,-0.25,0.03,0.33,0.17,0.13,0.28
19920818,-0.12,-0.18,-0.13,-0.05,0.15,0.16
19920819,-0.7,-0.44,-0.42,-0.74,-0.39,-0.84
19920820,-0.55,-0.1,-0.24,-0.3,-0.07,0.1
19920821,-0.73,-0.43,-0.42,-0.81,-0.68,-0.82
19920824,-1.56,-1.07,-1.42,-1.67,-1.02,-1.07
19920825,-0.43,-0.33,-0.23,-0.05,0.07,0.16
19920826,0.3,0.2,0.42,0.56,0.23,0.7
19920827,0.54,0.51,0.73,0.25,0.19,0.17
19920828,0.09,0.27,0.14,0.24,0.49,0.1
19920831,-0.32,0.01,0.01,0.27,-0.07,-0.24
19920901,0.18,0.17,0.37,0.18,0.31,0.66
19920902,0.74,0.65,0.98,0.68,0.47,0.5
19920903,0.55,0.43,0.61,0.25,-0.36,0.31
19920904,-0.45,-0.05,-0.06,-0.37,-0.21,-0.17
19920908,-0.63,-0.4,-0.5,-0.87,-0.48,-0.6
19920909,0.27,0.32,-0.01,0.49,0.35,0.51
19920910,0.61,0.87,0.93,1.11,0.69,0.87
19920911,0.19,0.36,0.41,-0.07,-0.02,0
19920914,0.6,1.04,1.39,1.9,1.25,1.42
19920915,-0.84,-0.67,-0.66,-1.46,-1.03,-1.18
19920916,-0.26,-0.2,-0.22,-0.35,-0.11,0.03
19920917,-0.06,-0.02,0.16,-0.07,0.02,0.03
19920918,0.43,0.31,0.27,0.88,0.57,0.5
19920921,-0.35,-0.02,0.06,0.11,-0.05,-0.18
19920922,-0.5,-0.5,-0.67,-1.4,-0.75,-1.24
19920923,-0.01,-0.25,-0.25,-0.62,-0.08,0.16
19920924,0.41,0.49,0.51,0.99,0.4,0.21
19920925,-1.08,-1.05,-1.37,-1.21,-0.66,-1.2
19920928,-0.43,-0.11,-0.2,0.25,0.57,0.29
19920929,-0.02,0.08,0.27,0.53,-0.08,0.18
19920930,0.72,1.03,0.95,0.38,0.26,0.35
19921001,-0.86,-0.67,-0.87,-0.65,-0.38,-0.33
19921002,-0.98,-0.78,-1.1,-1.55,-1.13,-1.36
19921005,-1.83,-1.47,-1.57,-0.64,-0.91,-0.59
19921006,0.33,0.7,0.9,0.19,0.22,0
19921007,-0.09,0.02,0.23,-0.82,-0.53,-0.65
19921008,0.77,0.58,0.82,0.7,0.5,1.11
19921009,-0.72,-0.5,-0.37,-1.49,-1.14,-1.03
19921012,0.37,0.54,0.49,1.35,0.9,1.03
19921013,0.43,0.32,0.67,0.6,0.34,0.56
19921014,0.17,0.18,0.2,-0.12,-0.11,0.12
19921015,0.29,0.25,0.07,-0.03,-0.15,0.26
19921016,0.51,0.42,0.52,0.24,0.57,0.44
19921019,1.28,1.12,1.12,0.82,0.61,1.1
19921020,0.53,0.46,0.49,0.82,0.17,-0.05
19921021,0.29,0.37,0.8,0.4,-0.02,0.13
19921022,-0.18,-0.29,0.21,0.43,-0.36,-0.17
19921023,0.34,0.27,0.3,0.13,0.13,-0.43
19921026,0.45,0.36,-0.03,0.99,0.56,1.11
19921027,0.11,0.02,-0.02,-0.41,0.17,0.05
19921028,0.58,0.53,0.63,0.36,0.42,0.52
19921029,0.49,0.13,0.54,0.29,0.24,0.34
19921030,0.42,0.34,0.23,-0.38,-0.57,-0.28
19921102,0.62,0.44,0.39,0.88,0.67,0.96
19921103,-0.02,-0.05,0,-0.02,-0.6,-0.63
19921104,0.02,-0.17,-0.01,-0.3,-0.51,-0.57
19921105,0.87,0.69,0.41,0.47,0.24,0.52
19921106,0.64,0.37,0.45,0.02,-0.15,0.06
19921109,1.19,0.39,0.92,0.57,0.19,0.3
19921110,0.64,0.79,0.6,-0.07,-0.03,0.23
19921111,1.48,1.12,0.96,0.34,0.36,1.25
19921112,-0.01,-0.11,0.12,0.4,-0.01,0.12
19921113,0.53,0.31,0.24,-0.14,0.06,-0.08
19921116,-0.13,-0.14,0.01,-0.26,-0.43,-0.3
19921117,-0.63,-0.4,-0.65,-0.39,-0.34,-0.36
19921118,0.6,0.77,1.16,0.61,0.82,0.87
19921119,0.27,0.51,0.49,0.04,0.11,0.31
19921120,0.52,0.59,0.62,0.61,0.78,0.66
19921123,-0.04,-0.06,0.13,-0.16,-0.35,-0.29
19921124,0.43,0.52,0.74,0.71,0.54,0.59
19921125,0.59,0.6,0.47,0.81,0.48,0.28
19921127,0.28,0.16,0.45,0.53,0.28,0.15
19921130,0.6,0.58,0.56,0.62,0.42,0.18
19921201,0.11,0.08,-0.01,-0.05,-0.26,0.07
19921202,0.54,0.08,-0.08,0.13,-0.3,-0.26
19921203,0.41,0.38,0.15,0.04,-0.04,0.09
19921204,0.56,0.55,0.76,0.68,0.48,0.51
19921207,0.59,0.75,0.51,0.81,0.5,0.73
19921208,0.08,0.2,0.52,0.42,0.33,0.36
19921209,-0.41,-0.51,-0.35,-0.48,-0.25,-0.21
19921210,-0.69,-0.56,-0.72,-0.16,0,-0.44
19921211,-0.18,-0.24,0.1,-0.2,-0.09,-0.21
19921214,-0.16,0.05,-0.41,-0.1,-0.14,-0.16
19921215,-0.9,-0.32,-0.41,-0.28,-0.1,-0.1
19921216,-0.77,-0.53,-0.7,0.04,-0.53,-0.26
19921217,0.7,0.65,0.88,0.27,0.92,1.03
19921218,0.8,0.51,0.52,1.24,0.94,1.34
19921221,-0.46,0.03,-0.06,-0.16,-0.36,0.15
19921222,-0.19,-0.09,-0.13,0.15,-0.07,-0.09
19921223,-0.09,0.43,0.3,-0.01,0.03,-0.36
19921224,0.55,0.32,0.44,0.3,0.08,0.19
19921228,-0.25,-0.29,-0.07,0.18,0,-0.09
19921229,0.24,0.34,0.66,0.31,-0.23,-0.13
19921230,0.68,0.68,0.61,0.4,0.25,0.04
19921231,1.47,1.08,1.28,-0.1,-0.21,-0.57
19930104,-0.23,-0.56,-0.68,0.22,-0.02,-0.46
19930105,0,0.22,0.16,-0.02,-0.15,-0.32
19930106,0.73,0.7,0.61,0.64,0.26,-0.17
19930107,-0.22,-0.19,-0.24,-0.62,-0.83,-0.9
19930108,-0.22,-0.48,-0.61,-0.24,-0.65,-0.24
19930111,0.47,0.54,0.37,0.65,0.28,0.45
19930112,-0.3,-0.12,-0.44,-0.23,-0.05,0.16
19930113,0.42,0.4,0.64,0.2,0.42,0.62
19930114,0.87,0.81,1.28,0.67,0.41,0.88
19930115,0.58,0.61,0.6,0.88,0.22,0.28
19930118,-0.42,0.32,0.39,0.74,-0.19,-0.06
19930119,-0.19,0.3,0.19,0.43,-0.3,-0.48
19930120,0.42,0.11,0.18,-0.45,-0.38,-0.27
19930121,0.37,0.36,0.09,0.74,0.23,0.55
19930122,0.64,0.39,0.59,0.64,0.14,0.19
19930125,0.93,0.78,0.6,0.91,1.27,0.37
19930126,0.04,0.41,0.66,-0.17,0.31,-0.19
19930127,-1.28,-0.7,-1.11,-0.52,-0.37,-0.47
19930128,-0.05,-0.44,-0.39,-0.24,0.36,-0.09
19930129,0.19,0.31,0.53,0.1,0.15,0.04
19930201,0.27,0.39,0.47,1.03,1.04,0.83
19930202,0.28,0.29,0.39,0.33,0.24,0
19930203,0.78,1,1.17,1.16,0.95,0.89
19930204,0.07,0.18,0.65,1.21,1.05,0.15
19930205,-0.88,-0.53,-0.98,-0.15,0,-0.42
19930208,-0.13,-0.18,-0.07,0.09,-0.05,-0.36
19930209,-0.8,-0.84,-0.74,-0.94,-0.56,-0.57
19930210,0.08,0.02,-0.19,0.32,0.05,0.35
19930211,0.65,0.49,0.54,0.84,0.41,0.12
19930212,-0.44,-0.51,-0.43,-0.57,-0.57,-0.67
19930216,-3.6,-2.95,-3.85,-3.17,-1.98,-2.77
19930217,-1.03,-1,-1.38,-0.16,-0.12,-0.42
19930218,0.42,0.44,0.78,-0.61,-0.17,-0.23
19930219,0.57,0.55,0.39,0.76,0.83,0.09
19930222,-1.82,-0.88,-1.22,0.03,0.5,-0.27
19930223,-0.17,-0.34,-0.71,-0.97,-0.27,0.37
19930224,0.95,0.84,1.19,1.71,0.81,1.86
19930225,0.54,0.55,0.79,0.28,0.46,0.36
19930226,0.73,0.64,0.77,-0.03,0.24,0.28
19930301,0.02,0.04,0.05,-0.05,-0.16,-0.17
19930302,0.59,0.72,0.85,1.11,1.15,1.36
19930303,0.54,0.64,0.86,0.66,0.32,0.48
19930304,-0.15,0.06,-0.1,-0.34,-0.06,-0.69
19930305,0.29,0.29,0.35,0.26,-0.39,-0.22
19930308,0.72,0.55,0.94,1.79,1.49,1.83
19930309,0.22,0.31,0.39,0.72,-0.04,-0.03
19930310,0.41,0.43,0.48,0.03,0.18,0.8
19930311,0.18,0.17,0.36,-0.71,-0.47,-0.4
19930312,-0.48,-0.51,-0.32,-1.16,-0.89,-0.61
19930315,0.26,0.35,0.45,0.54,0.27,0.31
19930316,-0.12,0.02,-0.11,-0.09,0.3,-0.23
19930317,-0.62,-0.45,-0.78,-0.36,-0.51,-0.96
19930318,0.04,0.32,-0.03,1.49,0.71,0.61
19930319,-0.55,-0.42,-0.51,0.14,-0.29,-0.71
19930322,-0.96,-0.74,-1.07,-0.18,-0.23,-0.44
19930323,-0.27,-0.22,-0.07,0.09,0.05,-0.12
19930324,-0.43,-0.09,-0.19,-0.51,0.07,-0.19
19930325,0.76,0.63,0.48,0.52,0.67,0.76
19930326,0.19,0.06,0.27,-0.22,-0.27,-0.65
19930329,0.14,0.16,0.1,0.29,0.48,0.57
19930330,0.05,0.3,0.23,0.23,0.19,0.59
19930331,0.74,0.59,0.77,0.06,0.06,0.09
19930401,-0.31,-0.22,-0.23,-0.39,-0.4,-0.38
19930402,-1.82,-1.57,-1.73,-2.16,-1.26,-2.5
19930405,-0.27,-0.27,-0.54,0.75,0.5,-0.11
19930406,-0.79,-0.57,-0.92,0.48,-0.18,-0.67
19930407,0.09,0.41,0.29,0.88,0.3,0.22
19930408,-0.16,-0.13,-0.18,0.07,-0.18,-0.3
19930412,0.34,0.5,0.45,1,1.18,1.63
19930413,0.32,0.47,0.65,0.61,0.31,0.21
19930414,0.02,0.09,-0.11,0.37,-0.03,-0.19
19930415,-0.2,-0.32,-0.46,-0.32,0.05,-0.2
19930416,-0.03,-0.29,-0.14,0.67,0.57,-0.46
19930419,-0.27,-0.68,-0.35,-0.46,-0.46,-0.26
19930420,-0.36,-0.43,-0.44,-0.78,-0.54,-0.38
19930421,0.58,0.39,0.21,0.11,-0.46,-0.13
19930422,0.3,0.13,0.17,-0.53,-0.68,-1.11
19930423,-0.15,-0.57,-0.28,0.07,-0.68,-0.7
19930426,-1.12,-1.18,-1.7,-1.27,-0.78,-0.92
19930427,0.03,0.11,0.16,0.87,0.58,1.39
19930428,0.32,0.39,0.46,0.85,0.33,-0.26
19930429,0.36,0.21,0.28,0.09,0.3,0.16
19930430,0.76,0.71,0.54,0.32,0.34,0.31
19930503,0.48,0.35,0.6,0.84,0.37,0.69
19930504,1.1,1.19,1.39,0.29,0.49,0.55
19930505,1.03,0.65,0.82,0.18,0.15,0.34
19930506,0.06,0.07,-0.03,-0.38,-0.23,-0.39
19930507,0.05,0.18,-0.15,-0.44,-0.23,-0.03
19930510,0.29,0.02,0.13,0.23,0.02,0.34
19930511,0.22,0.39,0.21,0.6,0.27,0.39
19930512,0,0.11,-0.12,0.43,0.17,-0.2
19930513,-0.48,-0.61,-0.67,-0.83,-1.04,-1.41
19930514,0.29,0.23,-0.19,-0.67,-0.21,0.26
19930517,-0.08,-0.04,0.16,0.21,0.02,0.3
19930518,0.21,0.06,0.11,-0.42,0.11,0.17
19930519,0.6,0.53,0.77,1.17,1.27,1.9
19930520,0.53,0.42,0.64,0.79,0.5,0.85
19930521,0.07,-0.1,-0.16,-0.69,-0.7,-1.1
19930524,0,-0.11,0.19,0.66,0.32,0.29
19930525,0.14,0.32,0.35,0.38,0.21,0.26
19930526,0.71,0.72,0.96,1.04,0.99,1.04
19930527,0.31,0.17,0.19,0.25,0.22,-0.62
19930528,-0.12,-0.46,-0.24,-0.48,-0.42,-0.37
19930601,0.49,0.48,0.19,1.38,0.79,0.74
19930602,0.49,0.23,0.32,0.24,0.14,-0.1
19930603,0.28,0.15,0.02,0.45,-0.19,-0.46
19930604,0.2,-0.33,-0.71,-0.38,-0.33,-0.83
19930607,-0.33,-0.59,-0.95,-0.46,-0.42,-0.85
19930608,-1.03,-0.87,-0.85,-1.26,-0.51,-0.68
19930609,0.06,0.13,0.25,-0.03,0.58,0.15
19930610,-0.28,-0.4,-0.31,-0.29,-0.45,0.18
19930611,0.16,0.14,0.43,-0.04,-0.24,0.95
19930614,0.19,0,-0.01,-0.27,0.07,0.28
19930615,0.38,0.23,0.3,-0.01,-0.3,-0.23
19930616,-0.28,-0.07,0.06,0.05,0.38,0.11
19930617,0.22,0.11,-0.27,0.35,0.17,0.28
19930618,-0.33,-0.47,-0.34,-0.25,-0.91,-1.26
19930621,-0.17,-0.27,-0.25,0.55,0.4,0.48
19930622,-0.35,-0.11,-0.05,-0.01,0.02,-0.2
19930623,-0.13,-0.26,-0.37,-0.61,-0.8,-0.2
19930624,0.19,0.12,0.57,0.5,0.57,0.91
19930625,0.29,0.72,0.82,0.34,0.24,0.36
19930628,0.51,0.9,1.19,1.39,1.18,0.97
19930629,0.09,0.17,0.34,0.03,-0.56,-0.1
19930630,0.48,0.45,0.59,0.47,0.19,-0.12
19930701,0.37,0.18,0.16,0.04,-0.1,-0.52
19930702,0.11,0.15,0.11,-0.44,-0.52,-0.6
19930706,-0.49,-0.08,-0.43,-0.56,-0.91,-0.92
19930707,-0.24,-0.44,-0.37,0.42,0.09,0.26
19930708,0.51,0.32,0.34,0.73,1.08,1.28
19930709,0.48,0.29,0.36,0.13,-0.06,0.06
19930712,0.12,0.49,0.07,0.06,0.18,0.16
19930713,0.16,0.37,0.21,0.25,0.01,-0.25
19930714,0.71,0.43,0.76,0.73,0.46,0.29
19930715,-0.04,-0.09,-0.19,-0.17,-0.33,-0.14
19930716,-0.62,-0.34,-0.58,-0.33,-0.38,-1.15
19930719,-0.77,-0.49,-0.41,0.02,0.16,-0.21
19930720,-0.03,-0.04,0.14,0.54,0.04,0.47
19930721,-0.11,0.07,-0.25,-0.19,0.14,-0.24
19930722,-0.59,-0.47,-0.4,-0.3,-0.44,-0.79
19930723,0.23,0.18,0.37,0.74,0.65,0.34
19930726,0.26,0.51,0.73,0.63,0.66,0.48
19930727,-0.38,-0.08,-0.17,-0.59,-0.14,-0.21
19930728,0.3,0.27,0.17,-0.34,0.07,-0.21
19930729,0.1,0.18,0.1,0.87,0.55,0.59
19930730,0.13,-0.06,-0.1,-0.13,-0.28,-0.62
19930802,0.2,0.37,0.25,0.52,0.46,0.38
19930803,0.29,0.16,0.24,0.3,-0.15,-0.08
19930804,0.14,0.18,0.31,0.45,-0.26,0
19930805,-0.05,-0.07,-0.23,-0.1,-0.18,0.08
19930806,0.38,0.25,0.11,0.33,0.21,0.04
19930809,0.1,0.18,0.07,0.49,0.66,0.41
19930810,0.09,0.18,0.28,0.32,-0.03,-0.5
19930811,0.07,0.18,0.1,0.01,0.27,0.1
19930812,-0.26,-0.15,-0.05,-0.1,-0.18,-0.46
19930813,0.21,0.01,0.04,0.3,0.24,0.09
19930816,0.14,0.33,0.11,0.96,0.63,0.35
19930817,0.17,0.47,0.5,0.31,-0.1,0.64
19930818,0.58,0.58,0.57,0.13,0.4,0.85
19930819,0.02,0.12,-0.25,0.13,-0.06,0.07
19930820,0.27,0.1,0.39,-0.02,0.26,-0.24
19930823,0.04,-0.08,-0.04,0.05,-0.24,-0.15
19930824,0.77,0.53,0.61,0.81,0.82,1.04
19930825,0.17,0.12,-0.09,0.29,0.28,-0.24
19930826,-0.21,-0.25,0.02,-0.02,0.25,0.03
19930827,0.26,0.02,0.21,-0.08,-0.41,0.12
19930830,0.33,0.27,0.22,0.39,0.26,0.3
19930831,0.75,0.5,0.57,0.29,0.39,0.44
19930901,0.23,0.26,0.4,0.07,0.06,-0.06
19930902,0.46,0.33,0.25,-0.23,-0.3,-0.29
19930903,0.34,0.31,0.07,0.07,0.11,0
19930907,-1.28,-0.74,-0.92,-0.52,-0.69,-0.77
19930908,-1.45,-1.4,-1.18,-0.84,-0.57,-0.43
19930909,0.7,0.57,0.61,0.55,-0.09,0.62
19930910,1.05,0.68,0.95,0.72,1.03,0.85
19930913,-0.23,0.05,0.07,0.15,0.15,-0.12
19930914,-0.77,-0.85,-0.67,-0.61,-0.42,-0.55
19930915,0.38,0.15,0.48,0.11,0.36,0.41
19930916,0.28,0.21,0.15,-0.21,-0.31,-0.35
19930917,0.24,0.11,0.09,-0.05,-0.18,-0.08
19930920,0,0.04,-0.17,-0.47,-0.66,-0.68
19930921,-1.11,-0.87,-0.91,-0.78,-0.42,-0.55
19930922,1.06,1.07,1.13,0.96,0.64,0.9
19930923,0.78,0.65,0.63,0.3,0.12,0.74
19930924,0.39,0.18,0.33,0,0.06,0.08
19930927,0.6,0.6,0.47,0.81,0.86,0.85
19930928,0.24,0.31,0.43,0.24,0.06,0
19930929,0.23,0.3,0.33,-0.42,0.16,-0.54
19930930,0.81,0.39,0.61,-0.36,-0.19,-0.19
19931001,0.13,-0.1,0.11,0.42,0.57,0.24
19931004,0.23,0.19,0.28,0.16,-0.11,0.13
19931005,-0.16,-0.25,-0.11,-0.17,-0.12,0.09
19931006,0.5,0.33,0.52,0.11,-0.22,-0.1
19931007,0.12,-0.29,0.01,-0.34,-0.5,-0.2
19931008,0.21,-0.06,0,-0.2,0.11,0.36
19931011,0.47,0.34,0.32,0.27,0.09,0.19
19931012,0.75,0.42,0.6,-0.02,0.11,0.24
19931013,0.51,0.27,0.59,-0.3,-0.18,0.47
19931014,0.78,0.32,0.39,0.7,0.77,1.26
19931015,0.68,0.45,0.46,0.05,0.64,0.48
19931018,0.14,-0.33,-0.23,-0.47,-0.08,-0.48
19931019,-1.51,-1.06,-1.19,-0.47,-0.44,-0.92
19931020,-0.3,-0.42,-0.29,-0.23,-0.15,0.01
19931021,-0.04,-0.03,0.08,-0.01,-0.26,0.03
19931022,0.35,0.25,0.3,0.25,-0.34,-0.53
19931025,-0.34,-0.01,-0.03,-0.51,0.37,0.01
19931026,-0.34,-0.1,-0.22,-0.27,0.04,-0.21
19931027,0.74,0.42,0.36,0.1,0.29,0.18
19931028,0.53,0.32,0.3,0.62,0.41,0.67
19931029,0.85,0.87,1.02,0.13,0.07,0.18
19931101,0.25,0.19,0.12,0.26,0.21,0.39
19931102,0.29,0.3,0.31,-0.68,-0.1,0
19931103,-1.09,-1.02,-0.97,-1.94,-1.43,-0.97
19931104,-1.4,-1.46,-1.48,-1.04,-1.09,-1.51
19931105,-0.21,0.09,0.04,0.58,0.36,0.72
19931108,0.55,0.56,0.41,0.56,0.14,0.21
19931109,0.41,0.57,0.58,0.14,-0.14,0.32
19931110,0.61,0.56,0.45,0.37,0.66,0.83
19931111,0.3,0.23,0.12,-0.36,-0.23,0.08
19931112,0.18,0.19,0.24,0.84,0.44,0.49
19931115,-0.65,-0.57,-0.51,-0.54,-0.43,-0.32
19931116,-0.58,-0.29,-0.23,0,0.46,0.8
19931117,-0.71,-0.6,-0.66,-0.53,0.01,-0.87
19931118,-0.72,-0.43,-0.84,-0.46,-0.25,-0.37
19931119,-0.39,-0.29,-0.5,-0.6,-0.29,-0.16
19931122,-1.98,-1.48,-1.69,-1.29,-0.76,-0.97
19931123,0.75,0.23,0.5,0.7,0.44,0.58
19931124,0.78,0.56,0.59,0.69,0.34,0.53
19931126,0.13,0.24,0.27,0.35,-0.03,0.48
19931129,-0.29,0.01,0.09,-0.57,-0.1,-0.14
19931130,0.25,0.17,0.36,-0.28,0.07,-0.19
19931201,0.68,0.94,0.84,0.58,0.09,0.24
19931202,0.08,0.09,0.29,0.41,0.27,0.22
19931203,0.4,0.43,0.32,0.19,0.37,0.53
19931206,-0.09,0.05,0.28,0.12,0.3,0.41
19931207,-0.11,0.03,0.09,0.17,-0.01,0.07
19931208,0.1,0.14,0.08,0.02,-0.08,-0.12
19931209,-0.38,-0.2,-0.11,-0.13,-0.37,-0.59
19931210,-0.28,-0.07,-0.27,-0.01,0.2,-0.21
19931213,-0.52,-0.19,-0.03,0.12,0.29,0.31
19931214,-1.11,-0.75,-0.7,-0.64,-0.19,-0.78
19931215,-0.15,-0.03,-0.01,-0.28,-0.18,-0.21
19931216,0.23,0.24,0.4,-0.13,0.24,0.39
19931217,0.75,0.69,0.61,0.64,0.71,0.65
19931220,-0.29,0.02,-0.1,0.07,-0.05,-0.11
19931221,-0.68,-0.55,-0.68,-0.6,-0.22,-0.02
19931222,0.05,-0.02,-0.16,0.24,0.41,0.34
19931223,0.32,0.38,0.23,0.14,0.14,0.07
19931227,0.11,0.35,0.43,0.5,0.72,0.58
19931228,0.4,0.49,0.38,0.19,0.27,0.2
19931229,0.65,0.82,0.77,0.25,0.02,-0.11
19931230,-0.02,0.14,0.37,-0.24,-0.32,-0.33
19931231,1.3,1,0.95,-0.14,-0.34,-0.29
19940103,-0.2,-0.86,-0.87,-0.64,-0.35,-0.34
19940104,0.62,0.06,0.15,0.67,0.26,0.16
19940105,0.67,0.27,0.34,0.17,0.13,0.25
19940106,0.05,0.15,-0.01,-0.18,-0.15,-0.05
19940107,0.42,0.29,0.36,0.07,0.36,0.79
19940110,0.32,0.03,0.38,0.99,0.86,1.16
19940111,-0.08,-0.04,-0.17,-0.18,-0.24,-0.11
19940112,0.04,0.24,0.22,0.03,0.02,0.01
19940113,0.16,0.18,0.18,-0.01,-0.27,-0.25
19940114,0.27,0.2,0.38,0.56,0.35,0.59
19940117,0.11,0.14,-0.01,-0.01,-0.15,-0.48
19940118,0.22,0.12,0.08,-0.1,0.34,-0.02
19940119,-0.02,0.18,-0.03,-0.14,0.12,-0.21
19940120,0.44,0.34,0.19,0.56,0.15,0.14
19940121,0.35,-0.01,0.17,0.18,-0.12,-0.13
19940124,-0.27,-0.27,-0.32,-0.44,-0.41,-0.54
19940125,-0.45,-0.29,-0.35,-0.28,-0.13,-0.22
19940126,0.13,0.46,0.44,0.54,0.36,0.52
19940127,0.52,0.14,0.23,0.81,0.97,0.82
19940128,0.42,0.52,0.37,0.49,0.41,0.39
19940131,0.48,0.48,0.62,1.05,0.6,0.38
19940201,-0.16,0.18,0.11,-0.13,-0.38,-0.3
19940202,0.56,0.43,0.08,-0.1,0.56,0.52
19940203,-0.13,-0.05,0.14,-0.31,-0.19,-0.22
19940204,-2.65,-1.92,-1.99,-2.32,-2.25,-2.31
19940207,-0.1,0.11,-0.02,0.2,0.48,0.43
